จังหวัด,อำเภอ,ตำบล,อาการ,จำนวนปฏิบัติการ,latitude,longitude,ถนน,หมายเลขทางหลวง,กม.
กำแพงเพชร,เมืองกำแพงเพชร,ในเมือง,บาดเจ็บ,15,16.471088,99.539825,,,
กำแพงเพชร,เมืองกำแพงเพชร,ไตรตรึงษ์,บาดเจ็บ,1,16.319286,99.553566,,,
กำแพงเพชร,โกสัมพีนคร,ลานดอกไม้ตก,บาดเจ็บ,1,16.59134,99.42504,,,
กำแพงเพชร,โกสัมพีนคร,โกสัมพี,บาดเจ็บ,2,16.58005,99.29085,,,
กำแพงเพชร,ไทรงาม,หนองแม่แตง,บาดเจ็บ,1,16.390251,99.94745,,,
กำแพงเพชร,ไทรงาม,ไทรงาม,บาดเจ็บ,2,16.48311,99.89423,,,
ขอนแก่น,กระนวน,น้ำอ้อม,บาดเจ็บ,1,16.670311,103.12732,,,
ขอนแก่น,กระนวน,บ้านฝาง,บาดเจ็บ,1,16.769941,103.049614,,,
ขอนแก่น,กระนวน,หนองกุงใหญ่,บาดเจ็บ,3,16.652914,103.08639,,,
ขอนแก่น,กระนวน,หนองโก,บาดเจ็บ,3,16.728865,103.11267,,,
ขอนแก่น,กระนวน,หนองโน,บาดเจ็บ,2,16.72243,103.03397,ถนนอบจ. ขก.3066 (บ.หนองโน-บ.ทุ่งใหญ่),,
ขอนแก่น,กระนวน,หัวนาคำ,บาดเจ็บ,1,16.836699,103.0485,,,
ขอนแก่น,กระนวน,ห้วยยาง,บาดเจ็บ,2,16.859701,103.08268,,,
ขอนแก่น,กระนวน,ห้วยโจด,บาดเจ็บ,1,16.666195,103.025566,,,
ขอนแก่น,ชนบท,ชนบท,บาดเจ็บ,2,16.07915,102.62761,,,
ขอนแก่น,ชนบท,ปอแดง,บาดเจ็บ,1,15.94203,102.59062,,,
ขอนแก่น,ชนบท,วังแสง,บาดเจ็บ,1,16.01404,102.48406,,,
ขอนแก่น,ชนบท,ห้วยแก,บาดเจ็บ,1,15.995433,102.5407,,,
ขอนแก่น,ชุมแพ,ขัวเรียง,บาดเจ็บ,3,16.565796,102.2152,,,
ขอนแก่น,ชุมแพ,ชุมแพ,บาดเจ็บ,13,16.53046,102.07051,,,
ขอนแก่น,ชุมแพ,นาหนองทุ่ม,บาดเจ็บ,2,16.764397,101.97663,,,
ขอนแก่น,ชุมแพ,นาเพียง,บาดเจ็บ,3,16.486755,102.26558,,,
ขอนแก่น,ชุมแพ,วังหินลาด,บาดเจ็บ,1,16.627583,102.08773,,,
ขอนแก่น,ชุมแพ,หนองเขียด,บาดเจ็บ,3,16.660847,102.02478,,,
ขอนแก่น,ชุมแพ,หนองเสาเล้า,บาดเจ็บ,2,16.56664,102.2778,,,
ขอนแก่น,ชุมแพ,หนองไผ่,บาดเจ็บ,5,16.562677,102.11726,,,
ขอนแก่น,ชุมแพ,โนนหัน,บาดเจ็บ,3,16.600567,102.02747,,,
ขอนแก่น,ชุมแพ,โนนอุดม,บาดเจ็บ,3,16.505482,102.21719,,,
ขอนแก่น,ชุมแพ,ไชยสอ,บาดเจ็บ,4,16.516342,102.143326,,,
ขอนแก่น,ซำสูง,คำแมด,บาดเจ็บ,2,16.613272,103.11852,,,
ขอนแก่น,ซำสูง,ห้วยเตย,บาดเจ็บ,2,16.57938,103.091415,,,
ขอนแก่น,น้ำพอง,กุดน้ำใส,บาดเจ็บ,5,16.706821,102.76814,,,
ขอนแก่น,น้ำพอง,ทรายมูล,บาดเจ็บ,1,16.658766,102.906425,,,
ขอนแก่น,น้ำพอง,น้ำพอง,บาดเจ็บ,6,16.756018,102.81647,,,
ขอนแก่น,น้ำพอง,บัวเงิน,บาดเจ็บ,3,16.766016,102.97843,,,
ขอนแก่น,น้ำพอง,บัวใหญ่,บาดเจ็บ,1,16.628145,102.96487,,,
ขอนแก่น,น้ำพอง,บ้านขาม,บาดเจ็บ,5,16.568888,102.95591,,,
ขอนแก่น,น้ำพอง,ม่วงหวาน,บาดเจ็บ,2,16.643156,102.77394,,,
ขอนแก่น,น้ำพอง,วังชัย,บาดเจ็บ,4,16.702446,102.83815,,,
ขอนแก่น,น้ำพอง,สะอาด,บาดเจ็บ,2,16.784376,102.78099,,,
ขอนแก่น,น้ำพอง,หนองกุง,บาดเจ็บ,1,16.71363,102.8911,,,
ขอนแก่น,บ้านฝาง,บ้านฝาง,บาดเจ็บ,1,16.470564,102.63286,,,
ขอนแก่น,บ้านฝาง,ป่ามะนาว,บาดเจ็บ,4,16.372326,102.57733,,,
ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,บาดเจ็บ,2,16.597662,102.63837,,,
ขอนแก่น,บ้านฝาง,หนองบัว,บาดเจ็บ,7,16.498062,102.59511,,,
ขอนแก่น,บ้านแฮด,บ้านแฮด,บาดเจ็บ,4,16.202976,102.77311,,,
ขอนแก่น,บ้านแฮด,โคกสำราญ,บาดเจ็บ,2,16.191772,102.701706,,,
ขอนแก่น,บ้านแฮด,โนนสมบูรณ์,บาดเจ็บ,2,16.2632,102.791435,,,
ขอนแก่น,บ้านไผ่,บ้านไผ่,บาดเจ็บ,3,16.11572,102.710396,,,
ขอนแก่น,บ้านไผ่,ภูเหล็ก,บาดเจ็บ,1,16.113668,102.825966,,,
ขอนแก่น,บ้านไผ่,หนองน้ำใส,บาดเจ็บ,2,16.021284,102.73237,,,
ขอนแก่น,บ้านไผ่,หัวหนอง,บาดเจ็บ,1,16.058195,102.6935,,,
ขอนแก่น,บ้านไผ่,หินตั้ง,บาดเจ็บ,3,16.027775,102.85613,,,
ขอนแก่น,บ้านไผ่,เมืองเพีย,บาดเจ็บ,1,16.114614,102.66369,,,
ขอนแก่น,บ้านไผ่,ในเมือง,บาดเจ็บ,3,16.087736,102.76108,ซอย ทุ่งรวงทอง,,
ขอนแก่น,พระยืน,บ้านโต้น,บาดเจ็บ,3,16.272346,102.743935,,,
ขอนแก่น,พระยืน,พระยืน,บาดเจ็บ,1,16.333,102.59712,,,
ขอนแก่น,พระยืน,หนองแวง,บาดเจ็บ,1,16.318474,4.0,,,
ขอนแก่น,พระยืน,หนองแวง,บาดเจ็บ,2,16.318474,102.73164,,,
ขอนแก่น,พล,หนองมะเขือ,บาดเจ็บ,1,15.752925,102.547676,ทางหลวงแผ่นดินหมายเลข 2246,,
ขอนแก่น,พล,หนองแวงนางเบ้า,บาดเจ็บ,2,15.898902,102.61124,,,
ขอนแก่น,พล,หัวทุ่ง,บาดเจ็บ,1,15.873118,102.56933,,,
ขอนแก่น,พล,เก่างิ้ว,บาดเจ็บ,2,15.84644,102.59387,,,
ขอนแก่น,พล,เมืองพล,บาดเจ็บ,4,15.792452,102.64476,,,
ขอนแก่น,พล,โนนข่า,บาดเจ็บ,1,15.760674,102.594055,,,
ขอนแก่น,ภูผาม่าน,ภูผาม่าน,บาดเจ็บ,2,16.677387,101.91977,,,
ขอนแก่น,ภูผาม่าน,ห้วยม่วง,บาดเจ็บ,1,16.761473,101.89958,,,
ขอนแก่น,ภูเวียง,กุดขอนแก่น,บาดเจ็บ,4,16.580023,102.505486,,,
ขอนแก่น,ภูเวียง,ทุ่งชมพู,บาดเจ็บ,2,16.741161,102.5089,,,
ขอนแก่น,ภูเวียง,นาชุมแสง,บาดเจ็บ,1,16.604261,102.32917,,,
ขอนแก่น,ภูเวียง,นาหว้า,บาดเจ็บ,2,16.716457,102.547646,,,
ขอนแก่น,ภูเวียง,บ้านเรือ,บาดเจ็บ,1,16.694586,102.40813,,,
ขอนแก่น,ภูเวียง,ภูเวียง,บาดเจ็บ,9,16.673996,102.37185,,,
ขอนแก่น,ภูเวียง,หนองกุงธนสาร,บาดเจ็บ,3,16.64892,102.4304,,,
ขอนแก่น,ภูเวียง,หนองกุงเซิน,บาดเจ็บ,1,16.627867,102.51373,,,
ขอนแก่น,มัญจาคีรี,กุดเค้า,บาดเจ็บ,2,16.110851,102.51559,,,
ขอนแก่น,มัญจาคีรี,คำแคน,บาดเจ็บ,2,16.31687,102.47765,,,
ขอนแก่น,มัญจาคีรี,ท่าศาลา,บาดเจ็บ,2,16.266087,102.628395,,,
ขอนแก่น,มัญจาคีรี,นาข่า,บาดเจ็บ,3,16.194616,102.48662,,,
ขอนแก่น,มัญจาคีรี,นางาม,บาดเจ็บ,1,16.197765,102.416855,,,
ขอนแก่น,มัญจาคีรี,สวนหม่อน,บาดเจ็บ,2,16.168186,102.556465,,,
ขอนแก่น,มัญจาคีรี,หนองแปน,บาดเจ็บ,2,16.177961,102.63063,,,
ขอนแก่น,มัญจาคีรี,โพนเพ็ก,บาดเจ็บ,1,16.241959,102.56649,,,
ขอนแก่น,สีชมพู,นาจาน,บาดเจ็บ,1,16.669428,102.15679,,,
ขอนแก่น,สีชมพู,บริบูรณ์,บาดเจ็บ,2,16.85469,102.093666,,,
ขอนแก่น,สีชมพู,วังเพิ่ม,บาดเจ็บ,1,16.807205,102.18867,,,
ขอนแก่น,สีชมพู,ศรีสุข,บาดเจ็บ,1,16.750092,102.17543,,,
ขอนแก่น,สีชมพู,สีชมพู,บาดเจ็บ,1,16.84366,102.16135,,,
ขอนแก่น,สีชมพู,หนองแดง,บาดเจ็บ,1,16.711517,102.136986,,,
ขอนแก่น,หนองนาคำ,กุดธาตุ,บาดเจ็บ,2,16.836828,102.301796,,,
ขอนแก่น,หนองสองห้อง,คึมชาด,บาดเจ็บ,1,15.821969,102.800385,,,
ขอนแก่น,หนองสองห้อง,ดอนดู่,บาดเจ็บ,3,15.811782,102.87166,,,
ขอนแก่น,หนองสองห้อง,ตะกั่วป่า,บาดเจ็บ,1,15.687745,102.846924,,,
ขอนแก่น,หนองสองห้อง,หนองสองห้อง,บาดเจ็บ,2,15.70305,102.76513,,,
ขอนแก่น,หนองสองห้อง,หนองเม็ก,บาดเจ็บ,5,15.79262,102.72128,,,
ขอนแก่น,หนองสองห้อง,หันโจด,บาดเจ็บ,1,15.757344,102.69538,,,
ขอนแก่น,หนองสองห้อง,โนนธาตุ,บาดเจ็บ,2,15.703063,102.714584,,,
ขอนแก่น,หนองเรือ,กุดกว้าง,บาดเจ็บ,1,16.476027,102.35161,,,
ขอนแก่น,หนองเรือ,จระเข้,บาดเจ็บ,3,16.455488,102.53579,,,
ขอนแก่น,หนองเรือ,บ้านกง,บาดเจ็บ,2,16.51921,102.521454,,,
ขอนแก่น,หนองเรือ,บ้านผือ,บาดเจ็บ,2,16.566212,102.569214,,,
ขอนแก่น,หนองเรือ,บ้านเม็ง,บาดเจ็บ,1,16.43394,102.446526,,,
ขอนแก่น,หนองเรือ,หนองเรือ,บาดเจ็บ,4,16.50658,102.46138,,,
